"pmid","title","language","decision","layer","reason","citation_chase","language_exclude"
"3886805","An outbreak of antibiotic-resistant Salmonella enteritidis in Liberia, West  Africa.","eng","exclude","none","non-typhoidal Salmonella enteritidis outbreak","no","no"
"38868285","Acute Abdominal Pain and Rapidly Accumulating Ascites as an Unusual Presentation  of Salmonella Typhi: A Case Report.","eng","exclude","none","case report; no denominator","no","no"
"38868370","Clinical presentation and outcome of enteric fever in adult patients with cancer:  a perspective from Pakistan.","eng","exclude","none","special population; cancer patients only","no","no"
"38873828","Linking epidemiological and genomic data in cases of enteric fever in England to  inform clinical management and public health action.","eng","exclude","none","enteric fever genomic/AMR surveillance linkage","no","no"
"38882846","Phytosynthesis of Eco-Friendly Silver Nanoparticles Using Lawsonia Innermis (L)  and Their Biomedical Applications.","eng","exclude","none","silver nanoparticles antimicrobial screening; not diagnostic","no","no"
"38883710","Salmonella Typhi Haplotype 58 (H58) Biofilm Formation and Genetic Variation in  Typhoid Fever Patients with Gallstones in an Endemic Setting in Kenya.","eng","exclude","none","Genomic biofilm study; carrier special population","no","no"
"38889189","A retrospective investigation of the population structure and geospatial  distribution of Salmonella Paratyphi A in Kathmandu, Nepal.","eng","exclude","none","genomic molecular epidemiology; not positivity or accuracy","no","no"
"38901812","Synthesis and characterization of Pyrus communis fruit extract synthesized ZnO  NPs and assessed their anti-diabetic and anti-microbial potential.","eng","exclude","none","nanoparticle antibacterial synthesis; in-vitro only","no","no"
"38901814","Bio-fabrication of calcium oxide nanoparticles from Coccinia grandis as a  potential photocatalyst for dye degradation with antimicrobial activity.","eng","exclude","none","calcium oxide nanoparticle antimicrobial; Typhi strain","no","no"
"38903365","Enhancing Healing Strategies: Negative-Pressure Wound Therapy and Delayed Primary  Closure in Abdominal Wounds Post-emergency Laparotomy for Intestinal Perforation.","eng","exclude","none","negative-pressure wound therapy intestinal perforation enteric fever","no","no"
"38917154","Computational evaluation of efflux pump homologues and lignans as potent  inhibitors against multidrug-resistant Salmonella typhi.","eng","exclude","none","computational drug discovery study","no","no"
"38917785","Case Report: Salmonella typhi Iliopsoas Abscess with Concomitant Sacroiliitis in  a Young Immunocompetent Male: A Rare Case.","eng","exclude","none","case report iliopsoas abscess","no","no"
"38927185","Emergence of Rarely Reported Extensively Drug-Resistant Salmonella Enterica  Serovar Paratyphi B among Patients in East China.","eng","exclude","none","XDR paratyphi B AMR genomics","no","no"
"3893566","[Characteristics of the reaction of immunologically tolerant mice to the  polyclonal stimulant salmozan].","rus","exclude","none","non-English/French/Spanish/Chinese language","no","yes"
"3893702","Clinical trial of cefotaxime in patients with typhoid fever.","eng","exclude","none","cefotaxime treatment trial; confirmed cases; no counts","no","no"
"38938026","Immunisation of the somatostatin gene alters hypothalamic-pituitary-liver gene  expressions and enhances growth in Dazu black goats.","eng","exclude","none","goat somatostatin DNA-vaccine growth; not human","no","no"
"38938436","Occurrence, antimicrobial resistance, and molecular characterization of  Salmonella enterica from chicken products and human in Wasit Governorate of Iraq.","eng","exclude","none","Salmonella food/human AMR; not typhoid case definition","no","no"
"38945034","Epidemiology of non-travel enteric fever cases in England: insights from 10 years  of surveillance.","eng","exclude","none","non-travel case source investigation; carriers","no","no"
"3894507","Utilization of d-tartaric acid by Salmonella paratyphi B and Salmonella java:  comparison of anaerobic plate test, lead acetate test and turbidity test.","eng","exclude","none","biochemical strain differentiation; not clinical","no","no"
"38952494","Extensively drug-resistant Salmonella typhi Infection in Adults; Experience from  A Tertiary Care Hospital.","eng","exclude","none","XDR typhoid clinical case series; no denominator","no","no"
"38952512","Synergistic effects of silver nanoparticles in combination with ineffective  antibiotics against multidrug resistant Salmonella typhi.","eng","exclude","none","nanoparticle antimicrobial activity; AMR study","no","no"
"3895358","Two errors in enteric epidemiology: the stories of Austin Flint and Max von  Pettenkofer.","eng","exclude","none","enteric epidemiology history; no diagnostic content","no","no"
"38953800","A Pilot Seroprevalence Study Suggests Silent Zika virus Transmission in Bhopal  Region of Central India.","eng","exclude","none","Zika seroprevalence; not typhoid","no","no"
"38957275","Tracking the shift in enteric fever trends and evolving antibiotic sensitivity  patterns.","eng","exclude","none","culture-confirmed trend and antibiotic sensitivity","no","no"
"3896258","Performance characteristics of an enzyme-linked immunosorbent assay for the  determination of immunoglobulin M anti-Salmonella typhi lipopolysaccharide antibodies.","eng","exclude","none","ELISA performance characteristics; cross-reactivity; no clinical accuracy","no","no"
"38964564","Antibiotic resistance trends in high-risk lineages of Salmonella enterica serovar  Typhi: A study spanning pre to post COVID-19 pandemic.","eng","exclude","none","Antibiotic resistance genotype trends; AMR only","no","no"
"38965941","Molecular Detection of Salmonella typhi Isolated from Patients Undergoing  Gallbladder Cholecystectomy in Baghdad.","eng","exclude","none","cholecystectomy molecular detection; carriers","no","no"
"38974275","Antibacterial susceptibility of staphylococcus aureus, salmonella typhi, bacillus  subtilis and escherichia coli to snail slime.","eng","exclude","none","snail slime antibacterial screening study","no","no"
"38974882","Rupture Endometriomas Presenting as Acute Abdomen Infection in Hasty and Limited  Resources Setting: A Pitfall Not to Miss - A Case Report.","eng","exclude","none","ruptured endometrioma mimicking typhoid case report","no","no"
"3897799","Specific proteins common to Salmonella paratyphi B and C.","eng","exclude","none","Salmonella paratyphi protein antigen study not diagnostic accuracy","no","no"
"3898705","Epidemiological analysis of Salmonella typhi-murium infections on the basis of  laboratory methods. II. Resistance to antibiotics and R-plasmid carrier state in Salmonella typhi-murium isolated in Hungary in the period 1974 to 1981.","eng","exclude","none","Salmonella typhimurium AMR R-plasmid study; no diagnostic content","no","no"
"38991917","Typhoid conjugate vaccine perceptions and coverage among children and adults:  Findings from a post-campaign coverage survey - Harare, Zimbabwe, 2019.","eng","exclude","none","TCV coverage survey no positivity","no","no"
"38993028","Global burden of vaccine-associated hepatobiliary and gastrointestinal adverse  drug reactions, 1967-2023: A comprehensive analysis of the international pharmacovigilance database.","eng","exclude","none","vaccine ADR pharmacovigilance database","no","no"
"38996496","Pathogen diversity and antimicrobial resistance transmission of Salmonella  enterica serovars Typhi and Paratyphi A in Bangladesh, Nepal, and Malawi: a genomic epidemiological study.","eng","exclude","none","genomic epidemiology AMR transmission; genomics","no","no"
"39005656","Salmonella typhi and endocarditis: a systematic review of case reports.","eng","exclude","none","Systematic review of endocarditis case reports","yes","no"
"39006393","Overcoming Geographical Constraints: A Diagnostic and Therapeutic Challenge of  Amebic Liver Abscess in a Non-Endemic Region.","eng","exclude","none","amebic liver abscess case report typhoid differential","no","no"
"39011785","A portable label-free electrochemical DNA biosensor for rapid detection of  Salmonella Typhi.","eng","exclude","none","electrochemical DNA biosensor development; analytical proof-of-concept","no","no"
"39021559","Temporal association of antimicrobial use in livestock with antimicrobial  resistance in non-typhoid Salmonella human infections in the Netherlands, 2008-2019.","eng","exclude","none","non-typhoid Salmonella AMR livestock","no","no"
"39027365","Supporting health systems and environment in the Democratic Republic of Congo: A  call for action.","eng","exclude","none","health systems call-to-action narrative not primary","no","no"
"39036030","[Clinical, aetiological and therapeutic features of severe sickle cell related  vaso-occlusive crisis at the Sylvanus Olympio University Hospital, Lomé].","fre","exclude","none","sickle cell crisis infections special population","no","no"
"39036470","Multidrug Resistant Enteric Bacteria from Cancer Patients Admitted in Douala  Laquintinie Hospital, Littoral Region of Cameroon.","eng","exclude","none","enteric bacteria cancer patients AMR special population","no","no"
"39038733","Longevity of immune response after a single dose of typhoid conjugate vaccine  against Salmonella Typhi among children in Hyderabad, Pakistan.","eng","exclude","none","TCV immune response longevity; vaccine immunogenicity","no","no"
"39043470","Evaluation of Antioxidant and Antimicrobial Activity of Ethanolic Extract of  Medicinal Plants Baccaurea Ramiflora and Microcos Paniculata.","eng","exclude","none","in-vitro plant antimicrobial","no","no"
"39048963","Salmonella Typhi genotypic diversity, cluster identification and antimicrobial  resistance determinants in Mukuru settlement, Nairobi Kenya.","eng","exclude","none","WGS genotyping and AMR determinants; no positivity","no","no"
"39055401","Evolving Epidemiology and Antibiotic Resistance in Enteric Fever: A Comprehensive  Review.","eng","exclude","none","narrative review of epidemiology and resistance","no","no"
"39055762","Tackling salmonellosis: A comprehensive exploration of risks factors, impacts,  and solutions.","eng","exclude","none","narrative salmonellosis review","no","no"
